Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Europe,Sweden,TeliaSonera [Sweden],Fibre,Telia Broadband 1000,Up to,1000,Mbps,1000,100,Mbps,,,SEK,,,999.00,,,,Yes,25%,7.23,138.17,8.913908119,112.07,2012Q3,Product pending. Price is target,https://www.tewss.telia.se/privat/adminpackage/setupPackage.do?productRef=/privat/bredband/abonnemang/60mbit.product
Europe,Switzerland,Cablecom [Switzerland],Cable,Fiber power internet 100,,100000,Kbps,100,7000,Kbps,,,CHF,49.00,0,75.00,,,,Yes,8%,0.97,77.32,1.496284913,50.12,2012Q3,,http://www.upc-cablecom.ch/en/b2c/internet.htm
Europe,Switzerland,Cablecom [Switzerland],Cable,Fiber power internet 50,,50000,Kbps,50,5000,Kbps,,,CHF,49.00,0,60.00,,,,Yes,8%,0.97,61.86,1.496284913,40.10,2012Q3,,http://www.upc-cablecom.ch/en/b2c/internet/fiberpower50.htm
Europe,Switzerland,Cablecom [Switzerland],Cable,Fiber power internet 25,,25000,Kbps,25,2500,Kbps,,,CHF,49.00,0,50.00,,,,Yes,8%,0.97,51.55,1.496284913,33.42,2012Q3,,http://www.upc-cablecom.ch/en/b2c/internet/fiberpower25.htm
Europe,Switzerland,Cablecom [Switzerland],Cable,Fiber power internet 10,,10000,Kbps,10,1000,Kbps,,,CHF,49.00,0,39.00,,,,Yes,8%,0.97,40.21,1.496284913,26.06,2012Q3,,http://www.upc-cablecom.ch/en/b2c/internet/fiberpower10.htm
Europe,Switzerland,Sunrise [Switzerland],ADSL,Sunrise click 10 000 + (mobile customer),,10000,Kbps,10,1000,Kbps,,,CHF,,,69.00,,,,Yes,8%,0.97,71.13,1.496284913,46.11,2012Q3,,http://www1.sunrise.ch/Internet-ohne-Telefonie-cbLy7AqFI.XzcAAAEqC6t.L4l1-Sunrise-Residential-Site-WFS-de_CH-CHF.html
Europe,Switzerland,Sunrise [Switzerland],ADSL,Sunrise click 10 000 +,,10000,Kbps,10,1000,Kbps,,,CHF,,,40.00,,,,Yes,8%,0.97,41.24,1.496284913,26.73,2012Q3,Price available with mobile from sunrise,http://www1.sunrise.ch/Internet-ohne-Telefonie-cbLy7AqFI.XzcAAAEqC6t.L4l1-Sunrise-Residential-Site-WFS-de_CH-CHF.html
Europe,Switzerland,Swisscom [Switzerland],ADSL,DSL mimi,Up to,2000,Kbps,2,200,Kbps,,,CHF,,0,34.00,,Yes,,Yes,8%,0.97,35.05,1.496284913,22.72,2012Q3,Fixed network fees CHF 25.35/mth. for analogue connection and CHF 43.20/mth. for ISDN connection.,http://www.swisscom.ch/res/internet/dsl/index.htm?languageId=en&campID=mdd
Europe,Switzerland,Swisscom [Switzerland],ADSL,DSL standard,Up to,10000,Kbps,10,1000,Kbps,,,CHF,,0,49.00,,Yes,,Yes,8%,0.97,50.52,1.496284913,32.75,2012Q3,Fixed network fees CHF 25.35/mth. for analogue connection and CHF 43.20/mth. for ISDN connection.,http://www.swisscom.ch/res/internet/dsl/index.htm?languageId=en&campID=mdd
Europe,Switzerland,Swisscom [Switzerland],ADSL,DSL infinity,Up to,20000,Kbps,20,2000,Kbps,,,CHF,,0,69.00,,Yes,Unlimited,Yes,8%,0.97,71.13,1.496284913,46.11,2012Q3,Fixed network fees CHF 25.35/mth. for analogue connection and CHF 43.20/mth. for ISDN connection. Unlimited calls in Switzerland,http://www.swisscom.ch/res/internet/dsl/index.htm?languageId=en&campID=mdd
Asia,Syria,AYA [Syria],ADSL,monthly subscription outdoor speed and data exchange is limited - 1,Up to,256,Kbps,0.256,,,,,SYP,,0,700.00,,,,?,,68,10.29,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription outdoor speed and data exchange is limited - 2,Up to,512,Kbps,0.512,,,,,SYP,,0,"1,050.00",,,,?,,68,15.44,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription outdoor speed and data exchange is limited - 3,Up to,1,Mbps,1,,,,,SYP,,0,"1,650.00",,,,?,,68,24.26,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription outdoor speed and data exchange is limited - 4,Up to,2,Mbps,2,,,,,SYP,,0,"2,800.00",,,,?,,68,41.18,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription outdoor speed and data exchange is limited - 5,Up to,4,Mbps,4,,,,,SYP,,0,"5,100.00",,,,?,,68,75.00,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription size and data exchange is limited - 1,Up to,256,Kbps,0.256,,,2,GB,SYP,,0,550.00,,,,?,,68,8.09,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription size and data exchange is limited - 2,Up to,512,Kbps,0.512,,,5,GB,SYP,,0,750.00,,,,?,,68,11.03,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription size and data exchange is limited - 3,Up to,1,Mbps,1,,,14,GB,SYP,,0,"1,200.00",,,,?,,68,17.65,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription size and data exchange is limited - 4,Up to,2,Mbps,2,,,25,GB,SYP,,0,"2,100.00",,,,?,,68,30.88,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,AYA [Syria],ADSL,monthly subscription size and data exchange is limited - 5,Up to,4,Mbps,4,,,50,GB,SYP,,0,"4,000.00",,,,?,,68,58.82,#N/A,#N/A,2012Q3,,http://aya.sy/Services/adsl/adsl-details2.php
Asia,Syria,Syrian Computer Society (SCS) [Syria],ADSL,The first tranche,Up to,256,Kbps,0.256,,,,,SYP,"3,500.00",,750.00,,,,?,,68,11.03,#N/A,#N/A,2012Q3,Connection fees incl admin and customisation fees,http://www.scs-net.org/portal/OurConnection/OurConnections/SCSADSL/PlansPrices/tabid/493/Default.aspx
Asia,Syria,Syrian Computer Society (SCS) [Syria],ADSL,The second tranche,Up to,512,Kbps,0.512,,,,,SYP,"3,500.00",,"1,100.00",,,,?,,68,16.18,#N/A,#N/A,2012Q3,Connection fees incl admin and customisation fees,http://www.scs-net.org/portal/OurConnection/OurConnections/SCSADSL/PlansPrices/tabid/493/Default.aspx
Asia,Syria,Syrian Computer Society (SCS) [Syria],ADSL,The third tranche,Up to,1,Mbps,1,,,,,SYP,"3,500.00",,"1,650.00",,,,?,,68,24.26,#N/A,#N/A,2012Q3,Connection fees incl admin and customisation fees,http://www.scs-net.org/portal/OurConnection/OurConnections/SCSADSL/PlansPrices/tabid/493/Default.aspx
Asia,Syria,Syrian Computer Society (SCS) [Syria],ADSL,Fourth tranche,Up to,2,Mbps,2,,,,,SYP,"3,500.00",,"2,750.00",,,,?,,68,40.44,#N/A,#N/A,2012Q3,Connection fees incl admin and customisation fees,http://www.scs-net.org/portal/OurConnection/OurConnections/SCSADSL/PlansPrices/tabid/493/Default.aspx
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL 1,Up to,1,Mbps,1,64,Kbps,,,TWD,"1,500.00",,130.00,,Yes,,?,,29.82,4.36,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL 2,Up to,2,Mbps,2,128,Kbps,,,TWD,"1,500.00",,211.00,,Yes,,?,,29.82,7.08,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL 3,Up to,3,Mbps,3,384,Kbps,,,TWD,"1,500.00",,238.00,,Yes,,?,,29.82,7.98,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL 4,Up to,8,Mbps,8,640,Kbps,,,TWD,"1,500.00",,384.00,,Yes,,?,,29.82,12.88,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL,Up to,768,Kbps,0.768,128,Kbps,,,TWD,"1,500.00",,202.00,,Yes,,?,,29.82,6.77,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL,Up to,3,Mbps,3,640,Kbps,,,TWD,"1,500.00",,367.00,,Yes,,?,,29.82,12.31,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL,Up to,6,Mbps,6,640,Kbps,,,TWD,"1,500.00",,376.00,,Yes,,?,,29.82,12.61,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL,Up to,12,Mbps,12,1,Mbps,,,TWD,"1,500.00",,454.00,,Yes,,?,,29.82,15.22,#N/A,#N/A,2012Q3,"Other than these cost there are hookup fee 1,500, transfer fee with appended local phone 500 and self-provide equipment malfunction inspection fee.",http://www.cht.com.tw/en/personal/adsl.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Bridged mode 1,Up to,512,Kbps,0.512,64,Kbps,,,TWD,"1,500.00",,280.00,,Yes,,?,,29.82,9.39,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Non-Fixed Typ 1,Up to,512,Kbps,0.512,64,Kbps,,,TWD,"1,500.00",,139.00,,Yes,,?,,29.82,4.66,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Routing mode 1,Up to,2,Mbps,2,128,Kbps,,,TWD,"1,500.00",,"1,500.00",,Yes,,?,,29.82,50.30,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Bridged mode 2,Up to,2,Mbps,2,128,Kbps,,,TWD,"1,500.00",,589.00,,Yes,,?,,29.82,19.75,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Non-Fixed Typ 2,Up to,2,Mbps,2,128,Kbps,,,TWD,"1,500.00",,399.00,,Yes,,?,,29.82,13.38,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Routing mode 2,Up to,3,Mbps,3,384,Kbps,,,TWD,"1,500.00",,"3,300.00",,Yes,,?,,29.82,110.66,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Bridged mode 3,Up to,3,Mbps,3,384,Kbps,,,TWD,"1,500.00",,899.00,,Yes,,?,,29.82,30.15,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Non-Fixed Typ 3,Up to,3,Mbps,3,384,Kbps,,,TWD,"1,500.00",,429.00,,Yes,,?,,29.82,14.39,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Routing mode 3,Up to,4,Mbps,4,1,Mbps,,,TWD,"1,500.00",,"4,000.00",,Yes,,?,,29.82,134.14,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Bridged mode 4,Up to,4,Mbps,4,1,Mbps,,,TWD,"1,500.00",,"1,100.00",,Yes,,?,,29.82,36.89,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Routing mode 4,Up to,8,Mbps,8,640,Kbps,,,TWD,"1,500.00",,"6,000.00",,Yes,,?,,29.82,201.21,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Bridged mode 5,Up to,8,Mbps,8,640,Kbps,,,TWD,"1,500.00",,"1,350.00",,Yes,,?,,29.82,45.27,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Non-Fixed Typ 4,Up to,8,Mbps,8,640,Kbps,,,TWD,"1,500.00",,450.00,,Yes,,?,,29.82,15.09,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",ADSL,ADSL + HiNet Routing mode 5,Up to,512,Kbps,0.512,512,Kbps,,,TWD,"1,500.00",,"2,000.00",,Yes,,?,,29.82,67.07,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/adsl-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet static 1,Up to,4,Mbps,4,768,Kbps,,,TWD,"1,500.00",,980.00,,,,?,,29.82,32.86,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet dynamic 1,Up to,4,Mbps,4,768,Kbps,,,TWD,"1,500.00",,390.00,,,,?,,29.82,13.08,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet static 2,Up to,12,Mbps,12,3,Mbps,,,TWD,"1,500.00",,"1,248.00",,,,?,,29.82,41.85,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet dynamic 2,Up to,12,Mbps,12,3,Mbps,,,TWD,"1,500.00",,416.00,,,,?,,29.82,13.95,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet static 3,Up to,20,Mbps,20,4,Mbps,,,TWD,"1,500.00",,"1,320.00",,,,?,,29.82,44.27,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet dynamic 3,Up to,20,Mbps,20,4,Mbps,,,TWD,"1,500.00",,440.00,,,,?,,29.82,14.76,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet static 4,Up to,50,Mbps,50,5,Mbps,,,TWD,"1,500.00",,"1,380.00",,,,?,,29.82,46.28,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet dynamic 4,Up to,50,Mbps,50,5,Mbps,,,TWD,"1,500.00",,460.00,,,,?,,29.82,15.43,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet static 5,Up to,100,Mbps,100,10,Mbps,,,TWD,"1,500.00",,"2,447.00",,,,?,,29.82,82.06,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx + HiNet dynamic 5,Up to,100,Mbps,100,10,Mbps,,,TWD,"1,500.00",,699.00,,,,?,,29.82,23.44,#N/A,#N/A,2012Q3,Other than these cost there is a update fee of 200.,http://www.cht.com.tw/en/personal/fttx-hinet.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx 1,Up to,4,Mbps,4,,,,,TWD,"1,500.00",,409.00,24,,,?,,29.82,13.72,#N/A,#N/A,2012Q3,"Other than these cost there are fees for moving outside residence 500,equipment within residence 200, alteration fee 200 and inspection fee 700.",http://www.cht.com.tw/en/personal/fttx.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx 2,Up to,12,Mbps,12,,,,,TWD,"1,500.00",,483.00,24,,,?,,29.82,16.20,#N/A,#N/A,2012Q3,"Other than these cost there are fees for moving outside residence 500,equipment within residence 200, alteration fee 200 and inspection fee 700.",http://www.cht.com.tw/en/personal/fttx.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx 3,Up to,20,Mbps,20,,,,,TWD,"1,500.00",,499.00,24,,,?,,29.82,16.73,#N/A,#N/A,2012Q3,"Other than these cost there are fees for moving outside residence 500,equipment within residence 200, alteration fee 200 and inspection fee 700.",http://www.cht.com.tw/en/personal/fttx.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx 4,Up to,50,Mbps,50,,,,,TWD,"1,500.00",,539.00,24,,,?,,29.82,18.08,#N/A,#N/A,2012Q3,"Other than these cost there are fees for moving outside residence 500,equipment within residence 200, alteration fee 200 and inspection fee 700.",http://www.cht.com.tw/en/personal/fttx.html
Asia,"Taiwan, China","Chunghwa Telecom [Taiwan, China]",FTTH,FTTx 5,Up to,100,Mbps,100,,,,,TWD,"1,500.00",,700.00,24,,,?,,29.82,23.47,#N/A,#N/A,2012Q3,"Other than these cost there are fees for moving outside residence 500,equipment within residence 200, alteration fee 200 and inspection fee 700.",http://www.cht.com.tw/en/personal/fttx.html
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 1,Up to,2,Mbps,2,256,Kbps,,,TWD,500.00,,649.00,,,,?,,29.82,21.76,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 2,Up to,3,Mbps,3,384,Kbps,,,TWD,500.00,,699.00,,,,?,,29.82,23.44,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 3,Up to,6,Mbps,6,1,Mbps,,,TWD,500.00,,799.00,,,,?,,29.82,26.79,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 4,Up to,12,Mbps,12,3,Mbps,,,TWD,500.00,,"1,000.00",,,,?,,29.82,33.53,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 5,Up to,24,Mbps,24,3,Mbps,,,TWD,"1,000.00",,"1,199.00",,,,?,,29.82,40.21,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Cable,Cable 6,Up to,60,Mbps,60,5,Mbps,,,TWD,"1,000.00",,"1,299.00",,,,?,,29.82,43.56,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_01.aspx?B=1&T=4
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 1,Up to,2,Mbps,2,1,Mbps,,,TWD,500.00,,649.00,,,,?,,29.82,21.76,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 2,Up to,3,Mbps,3,1,Mbps,,,TWD,500.00,,699.00,,,,?,,29.82,23.44,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 3,Up to,6,Mbps,6,1,Mbps,,,TWD,500.00,,799.00,,,,?,,29.82,26.79,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 4,Up to,12,Mbps,12,3,Mbps,,,TWD,500.00,,"1,000.00",,,,?,,29.82,33.53,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 5,Up to,24,Mbps,24,5,Mbps,,,TWD,"1,000.00",,"1,199.00",,,,?,,29.82,40.21,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 6,Up to,60,Mbps,60,5,Mbps,,,TWD,"1,000.00",,"1,299.00",,,,?,,29.82,43.56,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China","kbro [Taiwan, China]",Fibre,FTTH 7,Up to,10,Mbps,10,10,Mbps,,,TWD,500.00,,"1,500.00",,,,?,,29.82,50.30,#N/A,#N/A,2012Q3,,http://www.kbro.com.tw/Product/prod_cm_02.aspx?B=1&T=3
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,5,Mbps,5,640,Kbps,,,TWD,,,660.00,,,,?,,29.82,22.13,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,8,Mbps,8,640,Kbps,,,TWD,,,800.00,,,,?,,29.82,26.83,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,12,Mbps,12,3,Mbps,,,TWD,,,"1,050.00",,,,?,,29.82,35.21,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,25,Mbps,25,3,Mbps,,,TWD,,,"1,200.00",,,,?,,29.82,40.24,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,50,Mbps,50,5,Mbps,,,TWD,,,"1,300.00",,,,?,,29.82,43.59,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,"Taiwan, China",Taiwan Broadband Communications  [Taiwan],Cable,Rate card,,120,Mbps,120,10,Mbps,,,TWD,,,"1,350.00",,,,?,,29.82,45.27,#N/A,#N/A,2012Q3,Technology is not specified.,http://www.tbc.net.tw/en2/p13-set.php?sn=10
Asia,Tajikistan,Babilon-T [Tajikistan],,CyberSurf,,512,Kbps,0.512,512,Kbps,512,MB,USD,,,8.00,,,,,,1,8.00,1,8.00,2012Q3,0.01 u.e./1MB. Technology is not specified.,http://www.babilon-t.tj/index.php?option=com_content&task=view&id=6&Itemid=13
Asia,Tajikistan,Babilon-T [Tajikistan],,CyberJunior,,1024,Kbps,1.024,1024,Kbps,2,GB,USD,,,15.00,,,,,,1,15.00,1,15.00,2012Q3,0.01 u.e./1MB. Technology is not specified.,http://www.babilon-t.tj/index.php?option=com_content&task=view&id=6&Itemid=13
Asia,Tajikistan,Babilon-T [Tajikistan],,CyberZone1,,2048,Kbps,2.048,2048,Kbps,4,GB,USD,,,25.00,,,,,,1,25.00,1,25.00,2012Q3,0.01 u.e./1MB. Technology is not specified.,http://www.babilon-t.tj/index.php?option=com_content&task=view&id=6&Itemid=13
Asia,Tajikistan,Babilon-T [Tajikistan],,CyberZone2,,3072,Kbps,3.072,3072,Kbps,7,GB,USD,,,40.00,,,,,,1,40.00,1,40.00,2012Q3,0.01 u.e./1MB. Technology is not specified.,http://www.babilon-t.tj/index.php?option=com_content&task=view&id=6&Itemid=13
Asia,Tajikistan,Babilon-T [Tajikistan],,CyberZone3,,4096,Kbps,4.096,4096,Kbps,11,GB,USD,,,70.00,,,,,,1,70.00,1,70.00,2012Q3,0.01 u.e./1MB. Technology is not specified.,http://www.babilon-t.tj/index.php?option=com_content&task=view&id=6&Itemid=13
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Surfer,,128,Kbps,0.128,128,Kbps,,,USD,25.00,,23.00,,,,No,21%,1,23.00,1,23.00,2012Q3,,http://www.eastera.tj/en/node/63
